영화명,매출액,관객수,대표국적,배급사,제작국가,감독,장르1,장르2,장르3,장르4,장르5,장르6,장르7
멜랑콜리아,131975800,17856,0,(주)팝엔터테인먼트,"덴마크,스웨덴,이탈리아,독일,프랑스",라스 폰 트리에,다큐멘터리,,,,,,
판타스틱 부니베어,123823400,17746,0,(주)박수엔터테인먼트,중국,정량,드라마,,,,,,
잉투기,127244600,17733,3,CGV아트하우스,한국,엄태화,드라마,,,,,,
인 더 하우스,128871000,17700,0,찬란,프랑스,프랑수아 오종,범죄,드라마,미스터리,스릴러,액션,,
"괜찮아요, 미스터 브래드",134945900,17691,2,"(주)영화사 진진,(주)누리픽쳐스",미국,마이크 화이트,공포(호러),,,,,,
미라클 프롬 헤븐,120155500,17665,2,1.4,미국,패트리시아 리건,드라마,,,,,,
,,,0,,,,드라마,,,,,,
,,,0,,,,액션,판타지,,,,,
신과 인간,127213500,17599,0,㈜영화사 백두대간,프랑스,자비에 보브와,드라마,,,,,,
밀리언 웨이즈,135460300,17546,2,1.4,미국,세스 맥팔레인,드라마,,,,,,
킨: 더 비기닝,151798300,17543,2,판씨네마(주),미국,"조나단 베이커,조쉬 베이커",애니메이션,판타지,,,,,
위험한 패밀리,98410500,17539,2,(주)프레인글로벌,"미국,프랑스",뤽 베송,드라마,,,,,,
혼스,137324715,17535,2,(주)팝엔터테인먼트,미국,알렉산더 아야,애니메이션,,,,,,
클림트,116782000,17481,0,(주)스폰지이엔티,"독일,영국,프랑스,오스트리아 ",라울 루이즈,드라마,,,,,,
꼬마 보트 토토: 타요 타요 배 타요,122959900,17463,0,(주)팝엔터테인먼트,노르웨이,시멘 알스빅,드라마,다큐멘터리,,,,,
사랑을 카피하다,136778600,17451,0,주식회사 마운틴픽쳐스,프랑스,압바스 키아로스타미,드라마,,,,,,
호비와 쿠우의 어드벤처 : 고래의 노래,116468000,17450,1,"(주)머스트씨무비,(주)머스트씨무비릴리징컴퍼니",일본,히라바야시 이사무,드라마,,,,,,
태양을 쏴라,126046400,17444,3,(유)조이앤시네마,한국,김태식,다큐멘터리,,,,,,
타이치0 3D,119998000,17437,0,(주)영화사 빅,홍콩,풍덕륜,멜로/로맨스,드라마,,,,,
세상의 모든 계절,135681500,17423,2,(주)영화사 진진,미국,마이크 리,멜로/로맨스,드라마,,,,,
유아 낫 유,138505400,17372,2,(주)마인스 엔터테인먼트,미국,조지 C. 울프,애니메이션,,,,,,
양과자점 코안도르,135988900,17322,1,(주)영화사 조제,일본,후카가와 요시히로,다큐멘터리,,,,,,
엘리아스: 바다의 보물을 찾아라!,119762600,17305,0,(주)마인스 엔터테인먼트,노르웨이,리스 오스볼,드라마,미스터리,멜로/로맨스,,,,
아인,135549900,17287,1,판씨네마(주),일본,모토히로 카츠유키,드라마,,,,,,
앤젤스 셰어: 천사를 위한 위스키,135331671,17257,0,(주)티캐스트,"영국,프랑스",켄 로치,드라마,코미디,,,,,
에이트 빌로우,106692500,17232,2,브에나비스타인터내셔널코리아,미국,프랭크 마샬,판타지,,,,,,
길,76854600,17222,3,(주)더블앤조이픽쳐스,한국,김준호,드라마,,,,,,
,,,0,,,,범죄,드라마,스릴러,,,,
,,,0,,,,드라마,,,,,,
,,,0,,,,애니메이션,가족,코미디,,,,
바보야,92045000,17211,3,주식회사 마운틴픽쳐스,한국,강성옥,애니메이션,액션,어드벤처,,,,
여행자,125927600,17204,3,(주)영화사 진진,"한국,프랑스",우니 르콩트,코미디,드라마,멜로/로맨스,뮤지컬,가족,,
어떤살인,137025800,17190,3,"TCO(주)더콘텐츠온,(주)전망좋은 영화사",한국,안용훈,코미디,,,,,,
,,,0,,,,드라마,멜로/로맨스,,,,,
7년-그들이 없는 언론,129970700,17138,3,(주)인디플러그,한국,김진혁,드라마,,,,,,
,,,0,,,,드라마,코미디,,,,,
걸어도 걸어도,119196500,17082,1,(주)영화사 진진,일본,고레에다 히로카즈,멜로/로맨스,드라마,코미디,,,,
월플라워,121584900,17067,2,데이지엔터테인먼트,미국,스티븐 크보스키,드라마,,,,,,
도쿄 마블 초콜릿,115190500,17065,1,(주)영화사구안,일본,시오타니 나오요시,드라마,멜로/로맨스,,,,,
싱글맨,131988700,17064,2,"하준사,2.6",미국,톰 포드,공포(호러),스릴러,,,,,
미스터 노바디,127022500,16969,0,(주)팝엔터테인먼트,"캐나다,벨기에,프랑스,독일",자코 반 도마엘,드라마,,,,,,
런던 블러바드,117341000,16959,2,(주)팝파트너스,미국,윌리엄 모나한,액션,어드벤처,,,,,
프라이버시,122664928,16936,0,(주)인벤트스톤,"영국,미국",존 크로울리,드라마,,,,,,
,,,0,,,,드라마,전쟁,,,,,
파이널 포트레이트,147295066,16933,0,(주)팝엔터테인먼트,영국,스탠리 투치,다큐멘터리,,,,,,
호비와 매직 아일랜드,118152000,16914,1,(주)머스트씨무비릴리징컴퍼니,일본,"카와마타 히로시,히로 타카시마",애니메이션,어드벤처,,,,,
매직 아워,115419500,16907,1,2.6,일본,미타니 코키,코미디,드라마,,,,,
터치 오브 라이트,110604024,16897,0,씨너스엔터테인먼트(주),대만,장영치,액션,스릴러,,,,,
허블 3D,124793000,16893,0,3,캐나다,토니 마이어스,다큐멘터리,,,,,,
하늘이 보내준 딸,113583500,16875,0,(주)싸이더스,인도,비자이,드라마,멜로/로맨스,,,,,
여배우는 오늘도,138754300,16864,3,(주)메타플레이,한국,문소리,드라마,,,,,,
명왕성,114550500,16835,3,(주)싸이더스,한국,신수원,코미디,멜로/로맨스,,,,,
더 스퀘어,137702400,16764,0,아이 엠,"스웨덴,독일,프랑스,덴마크",루벤 외스틀룬드,애니메이션,,,,,,
내겐 너무 사랑스러운 그녀,95680000,16708,2,"(주)누리픽쳐스,씨너스",미국,크레이그 질레스피,다큐멘터리,,,,,,
토니스토리2: 고철왕국의 친구들,120931600,16685,0,(주)박수엔터테인먼트,독일,"토마스 보덴스타인,마커스 하먼",멜로/로맨스,,,,,,
이민자,130809123,16667,2,주식회사 씨네룩스,미국,크리스 웨이츠,드라마,멜로/로맨스,,,,,
,,,0,,,,애니메이션,가족,,,,,
연애,109587000,16665,3,2.6,한국,오석근,다큐멘터리,,,,,,
내 이야기!!,143052800,16655,1,(주)영화사오원,일본,카와이 하야토,애니메이션,,,,,,
주문은 토끼입니까?? ~디어 마이 시스터~,121079000,16655,1,(주)애니플러스,일본,하시모토 히로유키,드라마,,,,,,
드래곤 프린세스,104757200,16647,0,(주)박수엔터테인먼트,러시아,알트욤 루키체프,액션,전쟁,드라마,,,,
매직키드 보보,124421200,16643,0,(주)박수엔터테인먼트,말레이시아,니잠 라작,애니메이션,판타지,,,,,
산타바바라,125565919,16626,3,(주)나이너스엔터테인먼트,한국,조성규,드라마,,,,,,
오드토머스,123233800,16555,2,(주)영화사 빅,미국,스티븐 소머즈,멜로/로맨스,코미디,,,,,
바니부기: 드래곤 에그를 찾아서,122931400,16505,0,(주)박수엔터테인먼트,중국,리양우,범죄,드라마,액션,,,,
롤라,108695500,16493,0,㈜메가박스,"프랑스,캐나다",나빌 아유쉬,드라마,,,,,,
어바웃 리키,123069900,16475,2,1.4,미국,조나단 드미,애니메이션,,,,,,
아기곰 보보 구출 대작전,117475900,16447,0,와이드 릴리즈(주),노르웨이,라스무스 A. 실버르센,코미디,,,,,,
,,,0,,,,멜로/로맨스,코미디,,,,,
가구야공주 이야기,125582300,16439,1,2,일본,다카하타 이사오,드라마,,,,,,
,,,0,,,,다큐멘터리,,,,,,
리버틴,110843000,16381,0,프리비젼엔터테인먼트,"영국,호주",로렌스 던 모어,드라마,,,,,,
엘 시크레토 : 비밀의 눈동자,121421500,16380,0,(주) 포커스픽쳐,"아르헨티나,스페인",후안 호세 캄파넬라,다큐멘터리,액션,코미디,,,,
나쁜 나라,111080400,16368,3,"배급위원회,(주)시네마달",한국,"김진열,이수정,정일건",코미디,드라마,SF,,,,
천국의 아이들 2 - 시험보는 날,101039500,16349,0,(주)영화사한결,이란,골람 레자 라메자니,드라마,,,,,,
빅 배드 폭스,120614100,16340,0,(주)스마일이엔티,프랑스,벤자민 레너,다큐멘터리,,,,,,
링스,136520300,16336,2,(주)다자인소프트,미국,하비에르 구티에레즈,멜로/로맨스,드라마,,,,,
헤이트 발렌타인데이,125682500,16302,2,㈜케이디미디어,미국,니아 발다로스,애니메이션,,,,,,
아기돼지 3형제와 쿵푸랜드,106685100,16268,0,와이드 릴리즈(주),중국,유위,드라마,,,,,,
미치고 싶을 때,107512000,16252,0,제이에스필름,독일,파티 아킨,드라마,,,,,,
카운터페이터,107857500,16244,0,미디어소프트,"오스트리아 ,독일",스테판 루조비츠키,애니메이션,,,,,,
리틀 폭스,119113500,16207,0,예지림엔터테인먼트,중국,갈수영,다큐멘터리,,,,,,
셀마,118838824,16198,2,찬란,미국,에바 두버네이,다큐멘터리,,,,,,
툴리,132955400,16187,0,(주)리틀빅픽쳐스,캐나다,제이슨 라이트맨,가족,드라마,,,,,
예전부터 계속 좋아했어 ~고백실행위원회~,120601500,16187,1,(주)디스테이션,일본,야나기자와 테츠야,액션,,,,,,
포 미니츠,109698000,16145,0,㈜세종커뮤니케이션스,독일,크리스 크라우스,스릴러,드라마,,,,,
위 베어 베어스: 베이비 베어스,125617200,16136,2,(주)팝엔터테인먼트,미국,매니 에르난데스,드라마,,,,,,
더 웨이브,126516321,16108,0,(주)팝엔터테인먼트,노르웨이,로아 우타우,애니메이션,,,,,,
순교,115342000,16097,3,파이오니아21,한국,김상철,멜로/로맨스,코미디,,,,,
소와 함께 여행하는 법,105338000,16096,3,2,한국,임순례,드라마,,,,,,
베이트,108522500,16091,0,(주)팝파트너스,호주,킴블 렌달,다큐멘터리,,,,,,
더 레이디,120200000,16073,0,3,"프랑스,영국",뤽 베송,뮤지컬,,,,,,
로코왕국의 전설: 엘프킹을 찾아서,107159100,16070,0,"(주)마인스 엔터테인먼트,(유)영화사 화수분",중국,위성준,드라마,,,,,,
"나의 위대한 친구, 세잔",117451500,15991,0,그린나래미디어(주),프랑스,다니엘르 톰슨,드라마,,,,,,
스파이 게임,122840172,15986,0,1.1,영국,마이클 앱티드,다큐멘터리,,,,,,
어웨이 프롬 허,106128000,15986,0,(유)마스엔터테인먼트코리아,캐나다,사라 폴리,범죄,,,,,,
,,,0,,,,드라마,사극,,,,,
십계: 구원의 길,104079500,15974,0,씨네그루(주)키다리이엔티,브라질,알렉상드르 아반치니,멜로/로맨스,드라마,,,,,
추적,103131500,15928,0,(주)영화사구안,영국,케네스 브래너,스릴러,공포(호러),,,,,
토마스와 친구들 - 극장판 2,112687000,15928,2,에이원엔터테인먼트,미국,그렉 티어넌,코미디,멜로/로맨스,,,,,
무수단,126155400,15882,3,오퍼스픽쳐스,한국,구모,드라마,,,,,,
키즈모노가타리 II : 열혈편,122123000,15800,1,(주)박수엔터테인먼트,일본,신보 아키유키,애니메이션,가족,판타지,,,,
모스트 원티드 맨,128156100,15785,0,"(주)드림웨스트픽쳐스,(주)인벤트스톤","영국,미국,독일",안톤 코르빈,코미디,드라마,,,,,
,,,0,,,,드라마,멜로/로맨스,,,,,
,,,0,,,,드라마,,,,,,
내 남자의 유통기한,108237600,15725,0,㈜세종커뮤니케이션스,독일,도리스 되리에,드라마,,,,,,
웨스턴 리벤지,119414000,15671,0,(주)영화사 빅,"덴마크,영국,남아프리카공화국",크리스티안 레브링,애니메이션,드라마,,,,,
이다,119357345,15668,0,시네마 뉴원,"폴란드,덴마크",파웰 파울리코우스키,코미디,,,,,,
텐텐,108967100,15658,1,(주)스폰지이엔티,일본,미키 사토시,코미디,가족,드라마,,,,
호비와 무지개 오아시스 대모험,108724000,15629,1,(주)머스트씨무비릴리징컴퍼니,일본,히라바야시 이사무,가족,어드벤처,애니메이션,,,,
호비와 동화나라 대모험,110170000,15603,1,(주)머스트씨무비릴리징컴퍼니,일본,히라바야시 이사무,드라마,,,,,,
아이 인 더 스카이,118497200,15573,0,판씨네마(주),영국,개빈 후드,애니메이션,어드벤처,판타지,액션,,,
꼬마 유령,111527100,15516,0,(주)영화사오원,"독일,스위스",알랑 그스포너,공연,다큐멘터리,,,,,
,,,0,,,,멜로/로맨스,,,,,,
,,,0,,,,드라마,,,,,,
,,,0,,,,다큐멘터리,,,,,,
아메리칸 파이: 19금 동창회,113072000,15431,2,1.4,미국,"존 허위츠,헤이든 쉬로스버그",드라마,,,,,,
,,,0,,,,공포(호러),,,,,,
삼거리극장,94279400,15394,3,"2.6,2.1",한국,전계수,애니메이션,,,,,,
극장판 날아라! 호빵맨 : 바나나섬을 되찾아줘,104188000,15381,1,와이드 릴리즈(주),일본,야노 히로유키,코미디,,,,,,
로얄 어페어,118215600,15378,0,(주)화인픽쳐스,"덴마크,스웨덴,독일,체코",니콜라이 아르셀,드라마,,,,,,
사랑이 이긴다,116662900,15328,3,(주)리틀빅픽쳐스,한국,민병훈,공포(호러),,,,,,
아스테릭스: 신들의 전당,108464000,15315,0,(주)나이너스엔터테인먼트,프랑스,"루이 클리시,알렉상드르 아스티에",액션,공포(호러),멜로/로맨스,,,,
라스트 홈,118656000,15283,2,(주)브리즈픽처스,미국,라민 바흐러니,애니메이션,가족,코미디,,,,
비우티풀,118874100,15213,0,필라멘트픽쳐스,스페인,알레한드로 곤잘레스 이냐리투,코미디,,,,,,
토마스와 친구들: 잃어버린 왕관,110482700,15202,0,3,영국,롭 실베스트리,드라마,가족,,,,,
비거 스플래쉬,120406129,15201,0,찬란,"이탈리아,프랑스",루카 구아다그니노,멜로/로맨스,코미디,,,,,
,,,0,,,,드라마,멜로/로맨스,스릴러,,,,
라이드 : 나에게로의 여행,125004700,15195,2,(주)티캐스트,미국,헬렌 헌트,애니메이션,가족,,,,,
자객 섭은낭,117943700,15167,0,(주)영화사 진진,대만,허우 샤오시엔,드라마,,,,,,
블루 발렌타인,115724500,15163,2,(주)영화사 진진,미국,데릭 시엔프랜스,드라마,,,,,,
스턱 인 러브,105165000,15147,2,(주)앤드플러스미디어웍스,미국,조쉬 분,드라마,,,,,,
치코와 리타,120511100,15126,0,찬란,"스페인,영국","페르난도 트루에바,하비에르 마리스칼,토노 에란도",판타지,애니메이션,,,,,
하나와 미소시루,114304038,15096,1,(주)영화사 진진,일본,아쿠네 토모아키,드라마,코미디,가족,,,,
,,,0,,,,애니메이션,,,,,,
트윈스터즈,120281100,15081,2,CGV아트하우스,"미국,프랑스,한국,영국","사만다 푸터먼,라이언 미야모토",애니메이션,어드벤처,,,,,
행복한 사전,117468600,15050,1,씨네그루(주)다우기술,일본,이시이 유야,다큐멘터리,,,,,,
호비와 후후의 대모험: 무지개꽃을 구하라,97632500,15050,1,(주)머스트씨무비,일본,히라바야시 이사무,액션,공포(호러),스릴러,,,,
뷰티풀 라이,112466200,15050,2,3,미국,필리프 팔라도,다큐멘터리,,,,,,
빅 식,121476400,15042,2,(주)리틀빅픽쳐스,미국,마이클 쇼월터,드라마,,,,,,
플루토에서 아침을,98566000,15027,0,프리비젼엔터테인먼트,영국,닐 조단,액션,스릴러,서부극(웨스턴),,,,
브링 홈: 아버지의 땅,117372200,15025,3,(주)드림팩트엔터테인먼트,"한국,미국",텐진 체탄 초클리,드라마,,,,,,
더 폴: 오디어스와 환상의 문,99546500,15014,0,(주)영화사구안,"인도,영국,미국",타셈 싱,공포(호러),,,,,,
"하늘을 나는 강아지, 비포와 친구들",100643400,14971,0,(주)팝엔터테인먼트,이스라엘,이도 엔젤,드라마,,,,,,
로즈,113253541,14955,0,(주)박수엔터테인먼트,아일랜드,짐 쉐리단,멜로/로맨스,,,,,,
MB의 추억,112375100,14954,3,스튜디오느림보,한국,김재환,멜로/로맨스,드라마,,,,,
나쁜놈은 죽는다,117273700,14942,0,"TCO(주)더콘텐츠온,(유)조이앤시네마","중국,한국",손호,멜로/로맨스,코미디,,,,,
,,,0,,,,코미디,멜로/로맨스,,,,,
,,,0,,,,공포(호러),스릴러,,,,,
엘리펀트 송,116806400,14893,0,(주)엣나인필름,캐나다,찰스 비네임,드라마,,,,,,
어느 하녀의 일기,114051900,14891,0,주식회사 씨네룩스,"프랑스,벨기에",브누와 쟉꼬,뮤지컬,액션,,,,,
쿼바디스,112982900,14890,3,"주식회사 단유필름,주식회사 푸르모디티",한국,김재환,드라마,미스터리,,,,,
쇼를 사랑한 남자,114353792,14888,2,(주)티캐스트콘텐츠허브,미국,스티븐 소더버그,드라마,,,,,,
청설,110900000,14875,0,"오드,(주)스폰지이엔티",대만,청펀펀,드라마,,,,,,
토이 가디언즈,114322000,14857,0,(주)팝엔터테인먼트,"중국,프랑스","신우,황연",애니메이션,드라마,판타지,,,,
런어웨이즈,110024500,14848,2,2.8,미국,플로리아 시지스몬디,멜로/로맨스,코미디,,,,,
슈퍼소닉,124067600,14785,0,주식회사 씨네룩스,영국,매트 화이트크로스,드라마,코미디,,,,,
봄,111094100,14780,3,필라멘트픽쳐스,한국,조근현,다큐멘터리,,,,,,
피노키오의 모험,106921300,14768,0,(주)소나무픽쳐스,독일,안나 저스티스,코미디,드라마,,,,,
버진 스노우,111276354,14764,0,(주)영화사오원,"프랑스,미국",그렉 아라키,드라마,,,,,,
,,,0,,,,다큐멘터리,,,,,,
데드폴,101887000,14744,2,(주)에스비에스콘텐츠허브,미국,스테판 루조비츠키,다큐멘터리,,,,,,
